2025-08-17T11:16:02.014Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:35:35.273Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_2","userInput":"你好，今天天气不错"}
2025-08-17T11:35:36.761Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_2","intentType":"normal_chat","confidence":0.9,"processingTime":"1488ms"}
2025-08-17T11:35:36.863Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_3","userInput":"你好，今天天气不错"}
2025-08-17T11:35:38.320Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_3","intentType":"normal_chat","confidence":0.9,"processingTime":"1457ms"}
2025-08-17T11:35:38.421Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_4","userInput":"你好，今天天气不错"}
2025-08-17T11:35:39.944Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_4","intentType":"normal_chat","confidence":0.9,"processingTime":"1523ms"}
2025-08-17T11:35:40.048Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_5","userInput":"你好，今天天气不错"}
2025-08-17T11:35:41.693Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_5","intentType":"normal_chat","confidence":0.9,"processingTime":"1645ms"}
2025-08-17T11:35:41.794Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_6","userInput":"你好，今天天气不错"}
2025-08-17T11:35:44.064Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_6","intentType":"normal_chat","confidence":0.9,"processingTime":"2270ms"}
2025-08-17T11:35:44.168Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_7","userInput":"你好，今天天气不错"}
2025-08-17T11:35:45.112Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_7","intentType":"normal_chat","confidence":0.9,"processingTime":"944ms"}
2025-08-17T11:35:45.213Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_8","userInput":"你好，今天天气不错"}
2025-08-17T11:35:46.464Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_8","intentType":"normal_chat","confidence":0.9,"processingTime":"1250ms"}
2025-08-17T11:35:46.565Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"perf_test_9","userInput":"你好，今天天气不错"}
2025-08-17T11:35:47.738Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"perf_test_9","intentType":"normal_chat","confidence":0.9,"processingTime":"1173ms"}
2025-08-17T11:35:58.311Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:35:58.314Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314","userInput":"你好，我是测试用户"}
2025-08-17T11:36:01.160Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314","intentType":"normal_chat","confidence":0.95,"processingTime":"2845ms"}
2025-08-17T11:36:02.549Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_intent","userInput":"今天心情不错"}
2025-08-17T11:36:03.555Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_intent","intentType":"normal_chat","confidence":0.95,"processingTime":"1006ms"}
2025-08-17T11:36:05.387Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_intent","userInput":"帮我添加一个任务"}
2025-08-17T11:36:06.625Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_intent","intentType":"task_creation","confidence":0.95,"processingTime":"1238ms"}
2025-08-17T11:36:09.428Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_intent","userInput":"我今天有什么安排？"}
2025-08-17T11:36:10.605Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_intent","intentType":"time_scheduling","confidence":0.95,"processingTime":"1177ms"}
2025-08-17T11:36:15.124Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_intent","userInput":"北京天气怎么样？"}
2025-08-17T11:36:16.677Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_intent","intentType":"external_tool","confidence":0.95,"processingTime":"1552ms"}
2025-08-17T11:36:18.770Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_session","userInput":"你好"}
2025-08-17T11:36:20.163Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1393ms"}
2025-08-17T11:36:20.923Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_session","userInput":"我想了解一下你的功能"}
2025-08-17T11:36:24.045Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_session","intentType":"normal_chat","confidence":0.95,"processingTime":"3122ms"}
2025-08-17T11:36:27.073Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_session","userInput":"谢谢你的介绍"}
2025-08-17T11:36:28.238Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_session","intentType":"normal_chat","confidence":0.95,"processingTime":"1165ms"}
2025-08-17T11:36:29.729Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_db","userInput":"这是数据库存储测试消息"}
2025-08-17T11:36:31.456Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_db","intentType":"normal_chat","confidence":0.95,"processingTime":"1727ms"}
2025-08-17T11:36:34.323Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_error","userInput":""}
2025-08-17T11:36:35.694Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_error","intentType":"normal_chat","confidence":0.95,"processingTime":"1371ms"}
2025-08-17T11:36:37.189Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_error","userInput":"aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"}
2025-08-17T11:36:38.733Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_error","intentType":"normal_chat","confidence":0.95,"processingTime":"1544ms"}
2025-08-17T11:36:40.341Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_perf","userInput":"这是性能测试消息 1"}
2025-08-17T11:36:41.994Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1653ms"}
2025-08-17T11:36:43.237Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_perf","userInput":"这是性能测试消息 2"}
2025-08-17T11:36:44.562Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1325ms"}
2025-08-17T11:36:45.558Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_perf","userInput":"这是性能测试消息 3"}
2025-08-17T11:36:46.800Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1242ms"}
2025-08-17T11:36:49.344Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_perf","userInput":"这是性能测试消息 4"}
2025-08-17T11:36:50.980Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1636ms"}
2025-08-17T11:36:52.592Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"test_user_1755430558314_perf","userInput":"这是性能测试消息 5"}
2025-08-17T11:36:54.545Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"test_user_1755430558314_perf","intentType":"normal_chat","confidence":0.9,"processingTime":"1953ms"}
2025-08-17T11:37:03.164Z [INFO] [IntentRecognition] 意图识别服务初始化完成 
2025-08-17T11:37:03.708Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171","userInput":"你好，这是API测试消息"}
2025-08-17T11:37:05.397Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171","intentType":"normal_chat","confidence":0.9,"processingTime":"1689ms"}
2025-08-17T11:37:37.168Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_sessions","userInput":"创建会话测试消息"}
2025-08-17T11:37:38.484Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_sessions","intentType":"task_creation","confidence":0.9,"processingTime":"1316ms"}
2025-08-17T11:38:12.447Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_history","userInput":"第一条消息"}
2025-08-17T11:38:13.700Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_history","intentType":"normal_chat","confidence":0.9,"processingTime":"1253ms"}
2025-08-17T11:38:44.890Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_history","userInput":"第二条消息"}
2025-08-17T11:38:46.373Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_history","intentType":"normal_chat","confidence":0.8,"processingTime":"1483ms"}
2025-08-17T11:39:18.270Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_history","userInput":"第三条消息"}
2025-08-17T11:39:20.445Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_history","intentType":"normal_chat","confidence":0.9,"processingTime":"2175ms"}
2025-08-17T11:39:53.792Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_stats","userInput":"统计测试消息"}
2025-08-17T11:39:56.231Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_stats","intentType":"normal_chat","confidence":0.85,"processingTime":"2439ms"}
2025-08-17T11:41:04.648Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_concurrent","userInput":"并发测试消息 1"}
2025-08-17T11:41:04.654Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_concurrent","userInput":"并发测试消息 2"}
2025-08-17T11:41:04.656Z [INFO] [IntentRecognition] 开始意图识别 {"userId":"api_test_user_1755430623171_concurrent","userInput":"并发测试消息 3"}
2025-08-17T11:41:06.866Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_concurrent","intentType":"normal_chat","confidence":0.9,"processingTime":"2218ms"}
2025-08-17T11:41:18.992Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_concurrent","intentType":"normal_chat","confidence":0.8,"processingTime":"14338ms"}
2025-08-17T11:42:50.312Z [INFO] [IntentRecognition] 意图识别完成 {"userId":"api_test_user_1755430623171_concurrent","intentType":"normal_chat","confidence":0.8,"processingTime":"105655ms"}
